row_in_workbook,series,source,has_opening,d_mm,c_mm,fc_MPa,sqrt_fc,rho_percent,a_over_d,Dop_mm,Sop_mm,Num_Openings,Opening_Shape,Opening_Pos,col_shape,Vu_kN,Vu_ACI318_kN,Vu_EC2_kN,EC2_perimeter_ratio
166,0,opening_programme,True,210.0,300.0,26.3,5.128352561983234,0.64,4.761904761904762,300,0.0,1.0,Square,diagonal,Square,340.0,604.1470484786316,623.6032630405336,0.84865
167,0,opening_programme,True,210.0,300.0,26.3,5.128352561983234,0.64,4.761904761904762,300,0.0,1.0,Square,Parallel,Square,300.0,543.7540937945204,551.1134711369825,0.7499999999999999
168,0,opening_programme,True,210.0,300.0,25.7,5.06951674225463,0.64,4.761904761904762,300,200.0,1.0,Square,Parallel,Square,360.0,639.9304659791288,637.7104482171717,0.87455
169,0,opening_programme,True,210.0,300.0,27.4,5.2345009313209605,0.64,4.761904761904762,450,0.0,1.0,Square,Parallel,Square,260.0,493.3659108373268,510.3467291999663,0.6851
170,0,opening_programme,True,210.0,300.0,28.7,5.357238094391549,0.64,4.761904761904762,300,0.0,1.0,Square,diagonal,Square,460.0,631.1109744514725,642.0227661044188,0.84865
171,0,opening_programme,True,210.0,300.0,28.2,5.310367218940701,0.64,4.761904761904762,300,0.0,1.0,Square,Parallel,Square,410.0,563.0529258570637,564.0775474914959,0.7499999999999999
172,0,opening_programme,True,210.0,300.0,29.5,5.431390245600108,0.64,4.761904761904762,300,200.0,1.0,Square,Parallel,Square,480.0,685.6101414580936,667.7078724685606,0.87455
173,0,opening_programme,True,210.0,300.0,27.2,5.215361924162119,0.64,4.761904761904762,450,0.0,1.0,Square,Parallel,Square,360.0,491.5620074999629,509.10197613736375,0.6851
174,0,opening_programme,False,100.0,200.0,20.83,4.56398948289761,0.471,10.0,0,1000.0,0.0,0,0,Square,193.0,180.7339835227454,158.50034705562666,1.0
175,0,opening_programme,True,100.0,200.0,20.6,4.538722287164087,0.471,10.0,300,0.0,1.0,Square,Parallel,Square,99.0,119.82825949455096,108.10058455957608,0.68455
176,0,opening_programme,True,100.0,200.0,20.85,4.5661800227323495,0.471,10.0,300,0.0,1.0,Square,diagonal,Square,126.0,146.91684223141334,130.47959405032051,0.82295
177,0,opening_programme,True,100.0,200.0,19.63,4.430575583375144,0.471,10.0,500,0.0,1.0,Square,Parallel,Square,77.0,105.27047586099344,95.77848452142356,0.61635
178,0,opening_programme,True,100.0,200.0,19.61,4.428317965096905,0.471,10.0,500,0.0,1.0,Square,diagonal,Square,95.0,138.83361358550192,124.06505947189328,0.79865
179,0,opening_programme,True,100.0,200.0,20.02,4.474371464239419,0.471,10.0,300,300.0,1.0,Square,Parallel,Square,135.0,160.56514666739298,139.3298970616475,0.8907499999999999
180,0,opening_programme,True,100.0,200.0,21.24,4.608687448721165,0.471,10.0,300,300.0,1.0,Square,diagonal,Square,172.0,160.14728015561178,142.96596963171947,0.89615
181,0,opening_programme,True,100.0,200.0,20.05,4.4777226354476225,0.471,10.0,500,300.0,1.0,Square,Parallel,Square,115.0,149.6030416660755,129.1332725291394,0.82515
182,0,opening_programme,True,100.0,200.0,20.23,4.497777228809804,0.471,10.0,500,300.0,1.0,Square,diagonal,Square,139.0,150.7005448065206,135.2948178961051,0.86195
183,15,opening_programme,False,35.0,75.0,23.87,4.8856934001224435,1.2025,12.14285714285714,0,1000.0,0.0,0,0,Square,56.0,24.82909385942226,28.54154806839149,1.0
184,15,opening_programme,True,35.0,75.0,22.1,4.701063709417263,1.2025,12.14285714285714,75,0.0,1.0,Square,Parallel,Square,29.0,17.9181043284439,20.86341547887095,0.75
185,15,opening_programme,True,35.0,75.0,21.8,4.669047011971501,1.2025,12.14285714285714,75,70.0,1.0,Square,Parallel,Square,33.0,21.659006863865194,24.8835285386039,0.8986000000000001
186,15,opening_programme,True,35.0,75.0,22.5,4.743416490252569,1.2025,12.14285714285714,75,157.5,1.0,Square,Parallel,Square,24.0,22.94654195423696,26.420369625069227,0.9441
187,15,opening_programme,True,35.0,75.0,23.5,4.847679857416329,1.2025,12.14285714285714,75,245.0,1.0,Square,Parallel,Square,47.0,23.817996855414847,28.39330883208669,1.0
188,15,opening_programme,True,35.0,75.0,21.9,4.679743582719036,1.2025,12.14285714285714,75,0.0,1.0,Square,0,Square,36.0,17.83684266553361,20.80028826855545,0.75
189,15,opening_programme,True,35.0,75.0,22.3,4.722287581247038,1.2025,12.14285714285714,75,70.0,1.0,Square,Parallel,Square,41.0,21.905981857352792,25.0723333942027,0.8986000000000001
190,15,opening_programme,True,35.0,75.0,23.8,4.878524367060187,1.2025,12.14285714285714,75,157.5,1.0,Square,Parallel,Square,37.0,23.60013384731334,26.919709491506584,0.9441
191,15,opening_programme,True,35.0,75.0,22.7,4.764451699828638,1.2025,12.14285714285714,75,245.0,1.0,Square,Parallel,Square,56.0,23.40907381304997,28.067388403814338,1.0
192,16,opening_programme,False,180.0,950.0,33.0,5.744562646538029,1.26,6.944444444444445,0,1000.0,0.0,0,0,Rectangular,901.0,1393.7779588538772,1360.865743131309,1.0
193,16,opening_programme,True,180.0,950.0,33.0,5.744562646538029,1.26,6.944444444444445,240,0.0,2.0,Rectangular,Parallel,Rectangular,761.0,1295.7109177607654,1171.4332316874309,0.8607999999999999
194,16,opening_programme,True,180.0,950.0,33.0,5.744562646538029,1.26,6.944444444444445,240,0.0,2.0,Rectangular,Parallel,Rectangular,781.0,1295.7109177607654,1171.4332316874309,0.8607999999999999
195,16,opening_programme,True,180.0,950.0,33.0,5.744562646538029,1.26,6.944444444444445,240,0.0,2.0,Rectangular,Parallel,Rectangular,831.0,1295.7109177607654,1171.4332316874309,0.8607999999999999
196,16,opening_programme,True,180.0,950.0,33.0,5.744562646538029,1.26,6.944444444444445,240,0.0,2.0,Rectangular,Parallel,Rectangular,671.0,1295.7109177607654,1171.4332316874309,0.8607999999999999
197,16,opening_programme,True,180.0,950.0,33.0,5.744562646538029,1.26,6.944444444444445,240,0.0,2.0,Rectangular,Parallel,Rectangular,681.0,1295.7109177607654,1171.4332316874309,0.8607999999999999
198,17,opening_programme,False,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,0,1000.0,0.0,0,0,Square,234.0,189.12721204522637,205.0715664257822,1.0
199,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,70,0.0,2.0,Square,Parallel,Square,182.0,144.9849207538705,149.57920055096554,0.7293999999999999
200,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,150,0.0,2.0,Square,Parallel,Square,145.0,94.56360602261316,102.5357832128911,0.5
201,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,70,90.0,2.0,Square,Parallel,Square,198.0,169.07972756843233,179.43762062255942,0.875
202,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,150,90.0,2.0,Square,Parallel,Square,180.0,146.1575094685509,150.91216573273311,0.7358999999999999
203,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,70,180.0,2.0,Square,Parallel,Square,213.0,176.1530852989238,188.48127670193645,0.9191
204,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,150,180.0,2.0,Square,Parallel,Square,197.0,161.32551187457804,169.53266396419414,0.8267
205,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,70,270.0,2.0,Square,Parallel,Square,218.0,179.5195496733288,192.82879391016303,0.9403
206,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,150,270.0,2.0,Square,Parallel,Square,212.0,168.58799681711474,178.8018987666395,0.8718999999999999
207,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,70,360.0,2.0,Square,Parallel,Square,220.0,181.5242981210082,195.3511741772001,0.9526
208,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,150,360.0,2.0,Square,Parallel,Square,215.0,172.8244463669278,184.23629527692276,0.8984
209,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,70,450.0,2.0,Square,Parallel,Square,223.0,182.8103631629157,197.01225386524897,0.9607
210,17,opening_programme,True,90.0,150.0,44.0,6.6332495807108,1.111111111111111,10.0,150,450.0,2.0,Square,Parallel,Square,219.0,175.62352910519718,187.8250476893739,0.9159
211,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,200,0.0,1.0,Square,Parallel,Square,128.0,133.97959359544274,117.9550472089434,0.75
212,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,200,0.0,1.0,Square,diagonal,Square,112.0,148.86026045744327,133.2498849970364,0.84725
213,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,400,0.0,1.0,Square,Parallel,Square,78.0,111.64966132953562,101.21329417508736,0.6435500000000001
214,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,400,0.0,1.0,Square,diagonal,Square,98.0,142.9115665018056,127.13194988179922,0.80835
215,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,600,0.0,1.0,Square,Parallel,Square,53.0,104.200395925629,93.9315359273886,0.5972500000000001
216,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,600,0.0,1.0,Square,diagonal,Square,141.0,140.35702225058583,124.50548416394672,0.79165
217,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,200,150.0,1.0,Square,Parallel,Square,147.0,160.77551231453128,138.97463662157713,0.88365
218,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,200,150.0,1.0,Square,diagonal,Square,119.0,156.64894083179163,140.84619003729233,0.89555
219,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,300,150.0,1.0,Square,Parallel,Square,143.0,151.84353940816845,130.71778331695106,0.8311499999999999
220,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,300,150.0,1.0,Square,diagonal,Square,166.0,152.1650904327975,136.56835365851467,0.86835
221,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,400,150.0,1.0,Square,Parallel,Square,159.0,142.9115665018056,123.73484452218165,0.7867500000000001
222,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,400,150.0,1.0,Square,diagonal,Square,142.0,149.1639475362596,133.54870444996573,0.84915
223,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,500,150.0,1.0,Square,Parallel,Square,99.0,133.97959359544274,117.9550472089434,0.75
224,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,500,150.0,1.0,Square,diagonal,Square,107.0,147.0202740387325,131.34687690206545,0.83515
225,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,600,150.0,1.0,Square,Parallel,Square,100.0,126.53032819153611,113.22898165077174,0.7199500000000001
226,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,600,150.0,1.0,Square,diagonal,Square,158.0,145.39465496977448,129.67977890151238,0.8245499999999999
227,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,200,300.0,1.0,Square,Parallel,Square,192.0,167.47449199430343,145.80030202006796,0.92705
228,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,200,300.0,1.0,Square,diagonal,Square,176.0,161.20424701403672,144.8723889820243,0.92115
229,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,400,300.0,1.0,Square,Parallel,Square,152.0,156.3095258613499,134.69680024279944,0.8564499999999999
230,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,400,300.0,1.0,Square,diagonal,Square,199.0,153.5584782061901,137.92090486651057,0.87695
231,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,600,300.0,1.0,Square,Parallel,Square,141.0,145.1445597283963,125.35476050385113,0.7970499999999999
232,0,opening_programme,True,100.0,200.0,20.35,4.511097427455985,0.471,10.0,600,300.0,1.0,Square,diagonal,Square,185.0,149.27113121113595,133.65879582736073,0.84985
233,18,previous_db,False,76.2,80.11,23.42,4.839421453025144,2.0,1.830708661417323,0,1000.0,,,,,129.0,76.08676351315229,126.37458770522616,1.0
234,19,previous_db,False,118.0,254.0,23.97,4.895916665957459,1.17,6.457627118644067,0,1000.0,,,,,365.0,283.6827285189066,322.507252708739,1.0
235,20,previous_db,False,275.0,200.0,111.72,10.569768209379049,1.49,4.181818181818182,0,1000.0,,,,,2450.0,1778.5703524179191,2147.087687257353,1.0
236,21,previous_db,False,124.0,203.0,37.34,6.110646446980876,1.0,4.705645161290323,0,1000.0,,,,,411.0,327.0623296144784,353.6492758410652,1.0
237,22,previous_db,False,107.0,100.0,24.32,4.931531202375181,1.06,13.55140186915888,0,1000.0,,,,,216.0,144.18159967385844,198.52065710854205,1.0
238,23,previous_db,False,60.0,78.54,24.6,4.959838707054898,1.06,3.825,0,1000.0,,,,,98.0,54.42117551445055,68.41686400105318,1.0
239,24,previous_db,False,88.0,200.0,19.8,4.449719092257398,1.2,9.090909090909092,0,1000.0,,,,,199.0,148.8612584899064,173.57502215030178,1.0
240,25,previous_db,False,88.0,100.0,84.89,9.213576938409968,1.84,5.681818181818182,0,1000.0,,,,,330.0,201.206830267152,256.91470626127466,1.0
241,26,previous_db,False,122.0,254.0,28.62,5.349766350038102,1.56,7.286885245901639,0,1000.0,,,,,440.0,323.9339162518111,397.1733858279232,1.0
242,27,previous_db,False,114.0,254.0,48.01,6.928924880528003,3.02,6.684210526315789,0,1000.0,,,,,578.0,383.7005786960422,460.1574366070965,1.0
243,28,previous_db,False,82.0,173.57,8.66,2.9427877939124323,1.26,8.408536585365853,0,1000.0,,,,,152.0,81.40603504729927,112.92714978744884,1.0
244,29,previous_db,False,107.0,250.0,31.41,5.604462507680822,1.06,12.85046728971963,0,1000.0,,,,,283.0,282.5920195967876,290.54491546222766,1.0
245,30,previous_db,False,77.0,200.0,25.73,5.07247474118896,1.63,10.58441558441558,0,1000.0,,,,,194.0,142.81187415636154,170.23764573765945,1.0
246,31,previous_db,False,121.0,203.0,19.57,4.4237992721189325,1.0,4.822314049586777,0,1000.0,,,,,322.0,228.92842719667885,273.8076271856855,1.0
247,32,previous_db,False,456.0,520.0,32.4,5.692099788303083,0.33,5.087719298245614,0,1000.0,,,,,2153.0,2814.127358142339,2347.595865445065,1.0
248,33,previous_db,False,121.67,159.44,49.47,7.033491309442274,0.66,1.984877126654064,0,1000.0,,,,,306.0,317.54456917763406,303.33007641453105,1.0
249,34,previous_db,False,102.0,203.0,18.34,4.282522621072771,1.7,5.720588235294118,0,1000.0,,,,,330.0,175.86264793887756,241.980863419585,1.0
250,35,previous_db,False,123.0,225.0,54.24,7.364781055808788,1.94,7.76829268292683,0,1000.0,,,,,447.0,416.119556572948,511.2635128374206,1.0
251,36,previous_db,False,121.0,228.5,28.02,5.293392107146419,0.75,6.929752066115703,0,1000.0,,,,,315.0,295.48847528002244,292.64848740947,1.0
252,37,previous_db,False,46.0,102.0,25.77,5.076416058598822,3.24,5.315217391304348,0,1000.0,,,,,83.0,45.61951749556183,60.76806634186888,1.0
253,38,previous_db,False,165.1,152.0,42.71,6.535288822997803,0.75,4.930345245305875,0,1000.0,,,,,600.0,451.629219572595,506.3916731437825,1.0
254,39,previous_db,False,80.0,188.5,41.9,6.473020933072903,1.8,5.1,0,1000.0,,,,,281.0,183.5334463279759,214.07384773866303,1.0
255,40,previous_db,False,113.0,164.93,21.95,4.685082710048992,0.83,6.504424778761062,0,1000.0,,,,,280.0,194.22497060900017,222.61614592786333,1.0
256,41,previous_db,False,111.0,254.0,17.77,4.215447781671599,1.52,7.094594594594595,0,1000.0,,,,,334.0,225.4413042742408,289.05185583019875,1.0
257,42,previous_db,False,99.0,160.0,25.84,5.083306010855534,1.43,7.272727272727272,0,1000.0,,,,,260.0,172.05018524013772,223.65455003486645,1.0
258,19,previous_db,False,118.0,254.0,19.25,4.387482193696061,1.17,6.457627118644067,0,1000.0,,,,,356.0,254.22265225431667,299.77383162900503,1.0
259,20,previous_db,False,275.0,200.0,64.14,8.00874522007037,1.49,4.181818181818182,0,1000.0,,,,,2050.0,1347.628115046687,1784.4968716611138,1.0
260,43,previous_db,False,111.0,109.96,11.54,3.3970575502926055,0.64,4.54954954954955,0,1000.0,,,,,177.0,109.97993929653008,142.77565387790503,1.0
261,44,previous_db,False,63.2,102.0,19.57,4.4237992721189325,0.89,6.028481012658228,0,1000.0,,,,,78.0,60.96723023484167,70.90137173703032,1.0
262,45,previous_db,False,201.0,188.5,20.4,4.516635916254486,0.77,2.885572139303483,0,1000.0,,,,,648.0,466.7588211865993,593.6316777601394,1.0
263,46,previous_db,False,108.0,300.0,51.52,7.177743377970544,0.51,9.166666666666666,0,1000.0,,,,,251.0,417.4897111531002,295.57488683533245,1.0
264,23,previous_db,False,60.0,78.54,25.57,5.056678751908213,1.06,3.825,0,1000.0,,,,,104.0,55.48374012371762,69.3045429871995,1.0
265,47,previous_db,False,98.0,117.81,57.0,7.54983443527075,1.27,6.23469387755102,0,1000.0,,,,,341.0,210.770098979387,250.36342010590505,1.0
266,48,previous_db,False,200.0,196.35,22.73,4.767598976424087,0.8,5.32,0,1000.0,,,,,603.0,498.8643935367014,624.551684773654,1.0
267,49,previous_db,False,200.0,150.0,89.28,9.448809448814174,2.62,5.125,0,1000.0,,,,,1450.0,873.0699930704296,1262.247688465089,1.0
268,50,previous_db,False,82.0,301.5,12.0,3.4641016151377544,1.26,8.53048780487805,0,1000.0,,,,,244.0,143.7949966084328,163.25180771353206,1.0
269,51,previous_db,False,127.0,40.06,24.89,4.988987873306569,0.75,5.799212598425197,0,1000.0,,,,,166.0,139.72128705817076,212.99427576590188,1.0
270,52,previous_db,False,114.3,203.0,21.88,4.6776062254105994,1.05,6.898512685914261,0,1000.0,,,,,378.0,223.93083140128024,262.99985896900523,1.0
271,53,previous_db,False,106.0,109.96,11.54,3.3970575502926055,0.67,4.764150943396227,0,1000.0,,,,,187.0,102.64930651468184,133.70112256986334,1.0
272,54,previous_db,False,143.0,235.62,32.4,5.692099788303083,1.48,8.041958041958042,0,1000.0,,,,,628.0,406.8047590518989,512.3587456963319,1.0
273,55,previous_db,False,79.0,200.0,20.55,4.533210782657255,0.75,10.31645569620253,0,1000.0,,,,,165.0,131.8897784959241,126.88357058921814,1.0
274,56,previous_db,False,75.0,200.0,35.85,5.987486951969082,1.5,1.333333333333333,0,1000.0,,,,,368.0,163.00933226735827,177.5788162182076,1.0
275,57,previous_db,False,127.0,279.6,24.89,4.988987873306569,0.75,4.598425196850394,0,1000.0,,,,,243.0,340.0615067511806,329.2032439021704,1.0
276,58,previous_db,False,114.3,304.5,26.2,5.118593556827891,1.14,5.78740157480315,0,1000.0,,,,,394.0,323.4278995158093,338.87539416825894,1.0
277,59,previous_db,False,117.0,203.0,19.95,4.466542286825459,1.2,4.987179487179487,0,1000.0,,,,,339.0,220.74009304874363,277.05280416477007,1.0
278,60,previous_db,False,95.0,220.0,68.4,8.270429251254134,1.49,6.736842105263158,0,1000.0,,,,,498.0,326.6902258537895,331.28989581473047,1.0
279,61,previous_db,False,83.0,157.87,13.28,3.6441734316577197,0.93,5.216867469879518,0,1000.0,,,,,307.0,96.16870628920076,115.65289398803246,1.0
280,27,previous_db,False,114.3,254.0,19.46,4.411349000022556,3.45,6.675415573053368,0,1000.0,,,,,311.0,245.1282125632026,341.9686893048013,1.0
281,62,previous_db,False,108.0,360.0,61.64,7.851114570556208,0.51,9.166666666666666,0,1000.0,,,,,426.0,523.8112900075347,343.23303478393206,1.0
282,63,previous_db,False,114.3,152.0,25.21,5.020956084253277,1.14,7.121609798775153,0,1000.0,,,,,311.0,201.73337339568445,257.66787404590883,1.0
283,64,previous_db,False,63.2,76.0,20.72,4.551922670696417,0.89,6.234177215189873,0,1000.0,,,,,83.0,52.85975188572076,66.0123932006206,1.0
284,65,previous_db,False,100.0,200.0,71.25,8.440971508067067,1.49,5.0,0,1000.0,,,,,371.0,334.2624717194559,350.57736367598403,1.0
285,66,previous_db,False,75.0,200.0,26.4,5.138093031466052,1.5,1.0,0,1000.0,,,,,338.0,139.88458278166328,160.360011543967,1.0
286,49,previous_db,False,200.0,150.0,87.98,9.379765455489812,1.75,5.125,0,1000.0,,,,,1100.0,866.6903280872586,1201.4080208866587,1.0
287,67,previous_db,False,106.0,240.0,49.68,7.048404074682439,0.52,9.339622641509434,0,1000.0,,,,,358.0,341.2295935528301,258.5579974499848,1.0
288,68,previous_db,False,46.5,100.0,29.4,5.422176684690384,0.44,5.806451612903226,0,1000.0,,,,,45.0,48.75713451877233,38.68110996631284,1.0
289,68,previous_db,False,46.5,100.0,28.95,5.380520420925842,1.96,5.806451612903226,0,1000.0,,,,,97.0,48.38255431343674,63.31896470237342,1.0
290,69,previous_db,False,107.0,180.0,52.44,7.241546796092669,0.51,9.25233644859813,0,1000.0,,,,,331.0,293.5424719407969,237.8301096604294,1.0
291,21,previous_db,False,124.0,203.0,39.33,6.271363488110062,1.7,4.705645161290323,0,1000.0,,,,,431.0,335.66444566497063,429.4430953844009,1.0
292,70,previous_db,False,38.1,80.11,13.15,3.626292872893749,2.06,7.664041994750656,0,1000.0,,,,,34.0,21.5583739367459,32.59955766337806,1.0
293,71,previous_db,False,99.0,98.17,21.45,4.631414470763764,0.8,5.373737373737374,0,1000.0,,,,,194.0,119.3338385300802,150.4617086683468,1.0
294,72,previous_db,False,300.0,200.0,37.43,6.118006211176971,0.75,2.625,0,1000.0,,,,,1381.0,1154.9914285396237,1362.374379439441,1.0
295,73,previous_db,False,124.0,254.0,28.1,5.300943312279429,1.54,7.169354838709677,0,1000.0,,,,,464.0,327.97487571177305,403.44147167461375,1.0
296,45,previous_db,False,201.0,188.5,20.1,4.483302354291979,0.57,2.885572139303483,0,1000.0,,,,,547.0,463.3140595595713,534.359754304072,1.0
297,74,previous_db,False,172.0,137.44,34.2,5.848076606885378,0.58,1.816860465116279,0,1000.0,,,,,668.0,410.8581284812662,454.4366170476456,1.0
298,75,previous_db,False,114.0,356.0,20.83,4.56398948289761,2.49,6.236842105263158,0,1000.0,,,,,436.0,322.79089457162326,406.4040944412553,1.0
299,76,previous_db,False,125.0,150.0,64.6,8.037412518964047,0.64,5.4,0,1000.0,,,,,365.0,364.6975930479936,337.78141899722783,1.0
300,77,previous_db,False,75.0,150.0,23.7,4.868264577855234,1.5,3.0,0,1000.0,,,,,227.0,108.44059347172534,136.93965212599375,1.0
301,20,previous_db,False,275.0,200.0,89.68,9.469952481401371,2.55,4.181818181818182,0,1000.0,,,,,2400.0,1593.504832705927,2201.1649125244007,1.0
302,78,previous_db,False,80.0,330.5,14.2,3.7682887362833544,1.34,7.9375,0,1000.0,,,,,245.0,162.23899886264687,178.9414856809913,1.0
303,79,previous_db,False,82.0,173.57,15.9,3.987480407475377,0.89,5.158536585365853,0,1000.0,,,,,245.0,110.30525900401332,123.1491064153663,1.0
304,80,previous_db,False,170.0,164.93,22.14,4.705316142407437,0.49,4.323529411764706,0,1000.0,,,,,480.0,353.64352458337174,378.8031845577457,1.0
305,81,previous_db,False,60.5,152.0,18.23,4.2696604080418386,1.89,5.884297520661157,0,1000.0,,,,,136.0,72.45720453957202,96.97156060339792,1.0
306,82,previous_db,False,127.0,225.0,35.34,5.94474557908074,1.03,7.523622047244094,0,1000.0,,,,,301.0,350.7951564047375,378.1868152664493,1.0
307,83,previous_db,False,120.0,150.0,76.0,8.717797887081348,2.36,5.625,0,1000.0,,,,,645.0,372.8427800346952,485.9910037840327,1.0
308,84,previous_db,False,35.0,100.0,35.33,5.943904440685432,0.69,7.714285714285714,0,1000.0,,,,,38.0,37.07213199655504,30.68239128886685,1.0
309,85,previous_db,False,109.0,177.5,39.6,6.29285308902091,1.31,4.467889908256881,0,1000.0,,,,,362.0,259.4015987514461,304.3633582272209,1.0
310,86,previous_db,False,53.5,100.0,28.3,5.319774431308154,1.42,5.046728971962617,0,1000.0,,,,,63.0,57.66725919703372,70.73991235127242,1.0
311,86,previous_db,False,53.5,100.0,26.1,5.10881590977792,1.96,5.046728971962617,0,1000.0,,,,,126.0,55.38043296069733,76.66640816739239,1.0
312,87,previous_db,False,125.0,318.87,31.07,5.574047003748713,1.13,5.456,0,1000.0,,,,,799.0,408.2351201864003,419.40101131766784,1.0
313,88,previous_db,False,120.0,250.0,34.96,5.912698199637793,0.84,5.916666666666667,0,1000.0,,,,,365.0,346.5314160843718,334.26330050788266,1.0
314,89,previous_db,False,105.7,200.0,33.82,5.815496539419485,0.63,10.59602649006622,0,1000.0,,,,,264.0,248.04538938303529,224.5129096349595,1.0
315,90,previous_db,False,80.0,160.0,29.32,5.414794548272353,1.31,10.4375,0,1000.0,,,,,262.0,137.2325530314145,159.87671627602896,1.0
316,27,previous_db,False,114.0,254.0,41.72,6.459102104782057,2.02,6.684210526315789,0,1000.0,,,,,505.0,357.68337197975825,439.1140262710658,1.0
317,66,previous_db,False,75.0,200.0,33.45,5.783597496368502,0.75,1.0,0,1000.0,,,,,284.0,157.4584418386325,137.72627832678214,1.0
318,91,previous_db,False,118.0,86.39,30.38,5.511805511808268,0.8,5.889830508474576,0,1000.0,,,,,265.0,175.47266295227067,224.9812588272148,1.0
319,92,previous_db,False,64.0,62.83,31.2,5.585696017507576,0.98,6.40625,0,1000.0,,,,,117.0,59.848489612073045,76.04934275777029,1.0
320,93,previous_db,False,93.0,117.81,39.98,6.322973983814895,1.52,6.559139784946237,0,1000.0,,,,,248.0,163.6324688250195,215.8580466732727,1.0
321,94,previous_db,False,76.2,80.11,21.48,4.634652090502587,2.0,3.832020997375328,0,1000.0,,,,,136.0,72.86732122811355,122.78412335174885,1.0
322,95,previous_db,False,100.0,130.0,34.7,5.890670590009257,0.75,6.25,0,1000.0,,,,,243.0,178.84075911268107,189.5388018446806,1.0
323,27,previous_db,False,114.3,254.0,20.96,4.578209256903839,1.53,6.675415573053368,0,1000.0,,,,,356.0,254.40024171277489,320.59467385301144,1.0
324,79,previous_db,False,82.0,173.57,9.3,3.0495901363953815,1.2,5.158536585365853,0,1000.0,,,,,181.0,84.36049722540338,113.77764824614914,1.0
325,96,previous_db,False,118.0,133.52,30.15,5.490901565316938,0.8,5.635593220338983,0,1000.0,,,,,280.0,215.11570645171847,247.55051539535756,1.0
326,97,previous_db,False,124.7,200.0,24.7,4.969909455915671,0.73,8.981555733761025,0,1000.0,,,,,258.0,265.62634713367703,278.64119883753267,1.0
327,98,previous_db,False,210.0,260.0,27.7,5.263078946776307,1.5,5.952380952380953,0,1000.0,,,,,1024.0,685.6949775018045,951.7062070929604,1.0
328,99,previous_db,False,118.0,42.41,32.17,5.671860364994893,0.8,6.127118644067797,0,1000.0,,,,,170.0,141.71404935014186,207.25207933400583,1.0
329,99,previous_db,False,119.0,235.62,27.68,5.261178575186362,2.29,5.92436974789916,0,1000.0,,,,,540.0,293.06716350592285,398.04008399438817,1.0
330,21,previous_db,False,124.0,203.0,17.86,4.226109321823087,1.0,4.705645161290323,0,1000.0,,,,,242.0,226.19557063129295,276.5721760912752,1.0
331,100,previous_db,False,125.0,235.62,24.52,4.951767361255979,0.53,5.64,0,1000.0,,,,,258.0,294.64154705966166,265.89991558029703,1.0
332,101,previous_db,False,98.0,98.17,24.98,4.99799959983992,0.4,5.428571428571429,0,1000.0,,,,,145.0,126.83199274291724,123.41881297071154,1.0
333,102,previous_db,False,83.0,80.11,37.99,6.163602842493991,1.75,6.728915662650603,0,1000.0,,,,,139.0,110.14562664607018,165.03973925572612,1.0
