row_in_workbook,source,has_opening,d_mm,c_mm,fc_MPa,sqrt_fc,rho_percent,a_over_d,Dop_mm,Sop_mm,Vu_kN,subset,Vu_ACI318_kN,Vu_EC2_kN,Vu_ElShafiey_kN,Vu_Koroglu_kN
518,solid-slab database [30],0,101.0,109.96,11.54,3.3971,0.7,5.0,0,1000.0,183.0,test,95.54,124.68,,
519,solid-slab database [30],0,107.0,120.0,54.28,7.3675,0.51,9.2523,0,1000.0,318.0,train,236.21,212.61,,
520,solid-slab database [30],0,108.0,360.0,52.44,7.2415,0.51,9.1667,0,1000.0,287.0,train,483.14,325.23,,
521,solid-slab database [30],0,30.0,76.0,26.33,5.1313,1.77,5.5167,0,1000.0,31.0,train,21.54,26.47,,
522,solid-slab database [30],0,107.0,100.0,34.02,5.8327,1.41,13.5514,0,1000.0,211.0,train,170.53,244.17,,
523,solid-slab database [30],0,93.0,117.81,25.12,5.012,1.52,6.5591,0,1000.0,214.0,train,129.71,184.88,,
524,solid-slab database [30],0,60.0,100.0,37.05,6.0869,1.95,7.5,0,1000.0,135.0,test,77.13,103.82,,
525,solid-slab database [30],0,40.5,100.0,31.88,5.6462,1.99,6.6667,0,1000.0,85.0,train,42.41,52.85,,
526,solid-slab database [30],0,80.0,179.86,13.71,3.7027,1.34,4.8188,0,1000.0,181.0,train,101.61,131.07,,
527,solid-slab database [30],0,63.2,127.0,18.63,4.3162,0.89,5.8307,0,1000.0,88.0,train,68.49,75.55,,
528,solid-slab database [30],0,95.0,150.0,65.55,8.0963,1.49,7.1053,0,1000.0,356.0,train,248.74,282.52,,
529,solid-slab database [30],0,118.0,254.0,13.36,3.6551,1.17,6.4576,0,1000.0,302.0,train,211.79,265.41,,
530,solid-slab database [30],0,200.0,196.35,23.77,4.8754,0.34,5.32,0,1000.0,489.0,train,510.15,476.62,,
531,solid-slab database [30],0,120.0,235.62,25.2,5.02,1.11,5.875,0,1000.0,332.0,train,282.78,321.34,,
532,solid-slab database [30],0,240.0,392.7,26.18,5.1166,1.31,4.4792,0,1000.0,1662.0,train,1025.58,1231.46,,
533,solid-slab database [30],0,40.5,100.0,31.88,5.6462,0.6,6.6667,0,1000.0,49.0,train,42.41,35.44,,
534,solid-slab database [30],0,107.0,100.0,37.28,6.1057,0.53,13.5514,0,1000.0,165.0,test,178.51,181.68,,
535,solid-slab database [30],0,173.0,157.87,31.07,5.574,0.45,3.9566,0,1000.0,530.0,train,421.16,420.92,,
536,solid-slab database [30],0,114.3,254.0,24.76,4.9759,1.15,6.6754,0,1000.0,371.0,train,276.5,308.14,,
537,solid-slab database [30],0,127.0,119.38,24.89,4.989,0.75,5.4016,0,1000.0,203.0,test,206.06,251.48,,
538,solid-slab database [30],0,121.0,117.81,29.48,5.4295,1.64,6.4463,0,1000.0,334.0,train,207.1,316.07,,
539,solid-slab database [30],0,201.0,196.35,103.36,10.1666,0.61,5.3483,0,1000.0,960.0,train,1071.81,952.45,,
540,solid-slab database [30],0,98.0,117.81,39.3,6.269,1.27,6.2347,0,1000.0,286.0,train,175.01,221.18,,
541,solid-slab database [30],0,82.0,173.57,16.05,4.0062,1.21,5.1585,0,1000.0,201.0,train,110.82,136.85,,
542,solid-slab database [30],0,38.1,40.06,13.15,3.6263,2.06,2.9921,0,1000.0,24.0,train,14.25,26.32,,
543,solid-slab database [30],0,124.7,200.0,24.7,4.9699,0.54,8.9816,0,1000.0,258.0,test,265.63,252.0,,
544,solid-slab database [30],0,125.0,225.0,28.5,5.3385,0.98,7.644,0,1000.0,306.0,test,308.3,337.34,,
545,solid-slab database [30],0,75.0,150.0,27.0,5.1962,1.5,1.3333,0,1000.0,235.0,train,115.74,143.02,,
546,solid-slab database [30],0,246.0,196.35,31.16,5.5821,0.55,1.1179,0,1000.0,1356.0,train,801.81,841.64,,
547,solid-slab database [30],0,38.1,80.11,13.15,3.6263,2.06,2.3228,0,1000.0,36.0,train,21.56,32.92,,
548,solid-slab database [30],0,40.5,100.0,28.8,5.3666,0.56,6.6667,0,1000.0,49.0,train,40.31,33.48,,
549,solid-slab database [30],0,107.0,120.0,52.44,7.2415,0.51,9.2523,0,1000.0,240.0,train,232.17,210.18,,
550,solid-slab database [30],0,77.0,200.0,30.3,5.5045,0.92,10.5844,0,1000.0,194.0,test,154.98,148.57,,
551,solid-slab database [30],0,118.0,117.81,30.82,5.5516,0.8,5.7203,0,1000.0,285.0,train,203.91,241.6,,
552,solid-slab database [30],0,46.0,102.0,26.33,5.1313,1.62,5.3152,0,1000.0,87.0,train,46.11,57.05,,
553,solid-slab database [30],0,60.0,78.54,27.23,5.2182,1.56,3.825,0,1000.0,113.0,train,57.26,80.5,,
554,solid-slab database [30],0,123.0,225.0,35.34,5.9447,1.94,7.7683,0,1000.0,317.0,train,335.89,443.23,,
555,solid-slab database [30],0,132.7,200.0,31.54,5.616,0.5,8.4401,0,1000.0,257.0,train,327.29,295.61,,
556,solid-slab database [30],0,114.0,254.0,18.53,4.3046,2.49,6.6842,0,1000.0,400.0,train,238.38,360.42,,
557,solid-slab database [30],0,100.0,117.81,30.82,5.5516,1.25,6.11,0,1000.0,244.0,train,159.61,210.09,,
558,solid-slab database [30],0,271.0,300.0,12.3,3.5071,1.03,2.214,0,1000.0,1165.0,train,716.36,973.63,,
559,solid-slab database [30],0,80.77,119.38,13.78,3.7121,1.5,2.3585,0,1000.0,108.0,train,79.21,119.1,,
560,solid-slab database [30],0,172.0,704.5,22.89,4.7843,1.17,3.9913,0,1000.0,1107.0,train,952.09,922.47,,
561,solid-slab database [30],0,114.3,254.0,22.63,4.7571,3.45,6.6754,0,1000.0,334.0,train,264.34,431.28,,
562,solid-slab database [30],0,75.0,100.0,33.45,5.7836,0.75,1.6667,0,1000.0,172.0,test,100.2,106.11,,
563,solid-slab database [30],0,200.0,150.0,118.7,10.895,1.75,5.125,0,1000.0,1400.0,test,1006.69,1327.54,,
564,solid-slab database [30],0,80.0,251.33,38.0,6.1644,1.8,4.6,0,1000.0,324.0,train,215.68,236.82,,
565,solid-slab database [30],0,100.0,200.0,70.97,8.4244,2.26,5.0,0,1000.0,489.0,train,333.61,402.27,,
566,solid-slab database [30],0,127.0,225.0,54.24,7.3648,1.03,7.5236,0,1000.0,363.0,train,434.59,436.24,,
567,solid-slab database [30],0,114.0,254.0,32.81,5.728,3.73,6.6842,0,1000.0,547.0,train,317.2,498.91,,
568,solid-slab database [30],0,100.0,200.0,34.12,5.8412,0.56,7.45,0,1000.0,191.0,test,231.31,197.94,,
569,solid-slab database [30],0,121.0,304.5,24.8,4.98,0.79,7.0868,0,1000.0,314.0,train,338.44,321.59,,
570,solid-slab database [30],0,400.0,300.0,37.43,6.118,0.76,1.8438,0,1000.0,2224.0,train,2261.22,2336.24,,
571,solid-slab database [30],0,117.0,203.0,31.16,5.5821,1.5,4.9872,0,1000.0,411.0,train,275.87,346.27,,
572,solid-slab database [30],0,80.0,157.08,40.0,6.3246,1.8,5.35,0,1000.0,288.0,train,158.34,195.73,,
573,solid-slab database [30],0,95.0,300.0,67.45,8.2128,1.49,6.3158,0,1000.0,560.0,train,406.8,380.63,,
574,solid-slab database [30],0,53.5,100.0,30.38,5.5118,1.29,5.0467,0,1000.0,124.0,train,59.75,70.15,,
575,solid-slab database [30],0,200.0,196.35,86.73,9.3129,0.81,5.375,0,1000.0,1021.0,train,974.47,979.99,,
576,solid-slab database [30],0,83.0,80.11,37.99,6.1636,1.75,4.2831,0,1000.0,129.0,train,110.15,165.04,,
577,solid-slab database [30],0,90.0,180.64,31.82,5.6409,0.58,3.7222,0,1000.0,265.0,train,181.37,158.7,,
578,solid-slab database [30],0,200.0,150.0,86.48,9.2995,1.75,5.125,0,1000.0,1300.0,train,859.27,1194.54,,
579,solid-slab database [30],0,109.0,360.0,57.96,7.6131,0.5,9.0826,0,1000.0,446.0,train,513.73,338.66,,
580,solid-slab database [30],0,120.0,150.0,66.5,8.1548,0.95,5.625,0,1000.0,489.0,test,348.76,362.68,,
581,solid-slab database [30],0,82.0,93.46,8.88,2.9799,0.74,5.7805,0,1000.0,117.0,train,56.59,77.65,,
582,solid-slab database [30],0,82.0,93.46,10.37,3.2202,1.04,9.0305,0,1000.0,98.0,train,61.16,91.59,,
583,solid-slab database [30],0,124.7,200.0,33.53,5.7905,0.54,8.9816,0,1000.0,343.0,train,309.48,279.03,,
584,solid-slab database [30],0,51.0,152.0,13.62,3.6905,2.2,7.4706,0,1000.0,123.0,train,50.43,71.22,,
585,solid-slab database [30],0,60.0,78.54,24.75,4.9749,1.56,3.825,0,1000.0,100.0,train,54.59,77.98,,
586,solid-slab database [30],0,38.1,80.11,13.15,3.6263,2.06,3.6614,0,1000.0,33.0,train,21.56,32.92,,
587,solid-slab database [30],0,99.0,320.0,31.16,5.5821,1.43,6.4646,0,1000.0,360.0,train,305.65,318.92,,
588,solid-slab database [30],0,117.0,203.0,27.84,5.2764,1.2,4.9872,0,1000.0,394.0,train,260.76,309.6,,
589,solid-slab database [30],0,60.0,78.54,27.98,5.2896,0.69,3.825,0,1000.0,82.0,train,58.04,61.89,,
590,solid-slab database [30],0,80.0,160.0,31.88,5.6462,1.31,10.4375,0,1000.0,236.0,train,143.1,164.4,,
591,solid-slab database [30],0,200.0,196.35,32.7,5.7184,0.98,6.2375,0,1000.0,825.0,train,598.35,754.39,,
592,solid-slab database [30],0,114.0,254.0,12.12,3.4814,3.73,6.6842,0,1000.0,356.0,train,192.79,357.98,,
593,solid-slab database [30],0,124.7,200.0,33.53,5.7905,0.54,8.9816,0,1000.0,304.0,test,309.48,279.03,,
594,solid-slab database [30],0,120.0,150.0,28.5,5.3385,0.95,5.625,0,1000.0,396.0,test,228.32,273.44,,
